Above Threshold?,Birth Rate Bin,Country/Region,Ease of Business (clusters),GDP per Capita (bin),Region,Year,Birth Rate,Business Tax Rate,CO2 Emissions,Days to Start Business,Ease of Business,Energy Usage,GDP,GDP per Capita,Health Exp % GDP,Health Exp/Capita,Hours to do Tax,Infant Mortality Rate,Internet Usage,Lending Interest,Life Expectancy,Life Expectancy Female,Life Expectancy Male,Mobile Phone Usage,Number of Records,Population 0-14,Population 15-64,Population 65+,Population Total,Population Urban,Tourism Inbound,Tourism Outbound
Below Threshold,Below 1.5%,Moldova,Friendly,$0,Europe,12/1/2012,1.2%,31%,,9,86,,$7B,"$2,047",11.7%,$239,220,0.014,43%,0.134,69,73,65,102%,1,0.165,0.722,0.112,3.6M,44.9%,$0B,$0B
Below Threshold,Below 1.5%,Belarus,Friendly,"$4,688",Europe,12/1/2012,1.2%,61%,,10,64,,$64B,"$6,722",5.0%,$339,338,0.004,47%,0.195,73,78,67,114%,1,0.151,0.711,0.138,9.5M,75.5%,$1B,$1B
Below Threshold,Below 1.5%,Montenegro,Very Friendly,"$4,688",Europe,12/1/2012,1.2%,21%,,10,50,,$4B,"$6,514",7.6%,$493,320,0.005,57%,0.096,75,77,72,160%,1,0.19,0.682,0.128,0.6M,63.5%,$1B,$0B
Below Threshold,Below 1.5%,Cyprus,Very Friendly,"$18,752",Europe,12/1/2012,1.2%,22%,,8,38,,$23B,"$20,166",7.3%,"$1,949",147,0.003,61%,,80,82,78,98%,1,0.172,0.708,0.12,1.1M,67.3%,$3B,$2B
Below Threshold,Below 1.5%,Norway,Very Friendly,"$98,448",Europe,12/1/2012,1.2%,41%,,7,7,29818,$500B,"$99,630",9.0%,"$9,055",87,0.002,95%,,82,84,80,117%,1,0.186,0.659,0.155,5.0M,79.7%,$5B,$18B
Below Threshold,Below 1.5%,Sweden,Very Friendly,"$51,568",Europe,12/1/2012,1.2%,52%,,16,14,48877,$524B,"$55,046",9.6%,"$5,319",122,0.002,93%,,82,84,80,125%,1,0.167,0.644,0.189,9.5M,85.4%,$12B,$18B
Below Threshold,Below 1.5%,Russia,Moderate,"$14,064",Europe,12/1/2012,1.3%,54%,,18,111,,"$2,020B","$14,108",6.3%,$887,177,0.009,64%,0.091,71,76,65,145%,1,0.154,0.716,0.13,143.2M,73.8%,$18B,$48B
Below Threshold,Below 1.5%,Albania,Friendly,$0,Europe,12/1/2012,1.3%,32%,,5,82,,$12B,"$4,406",6.0%,$228,357,0.014,55%,0.109,77,80,74,111%,1,0.213,0.681,0.106,2.8M,54.3%,$2B,$1B
Below Threshold,Below 1.5%,France,Very Friendly,"$37,504",Europe,12/1/2012,1.3%,65%,,7,35,251706,"$2,610B","$39,740",11.7%,"$4,690",132,0.004,81%,,83,86,79,97%,1,0.183,0.643,0.175,65.7M,78.8%,$64B,$47B
Below Threshold,Below 1.5%,United Kingdom,Very Friendly,"$37,504",Europe,12/1/2012,1.3%,35%,,12,11,192381,"$2,460B","$38,621",9.4%,"$3,647",110,0.004,88%,0.005,82,84,80,125%,1,0.175,0.653,0.172,63.7M,81.8%,$46B,$66B
Below Threshold,Below 1.5%,Faeroe Islands,Not Clustered,,Europe,12/1/2012,1.3%,,,,,,,,,,,,85%,,83,85,80,119%,1,,,,0.0M,41.3%,,
Below Threshold,Below 1.5%,Iceland,Very Friendly,"$42,192",Europe,12/1/2012,1.4%,31%,,5,13,6021,$14B,"$42,362",9.1%,"$3,872",140,0.002,96%,0.083,83,84,82,108%,1,0.207,0.667,0.126,0.3M,93.8%,$1B,$1B
Below Threshold,1.5-3%,Ireland,Very Friendly,"$42,192",Europe,12/1/2012,1.6%,26%,,10,15,13350,$211B,"$46,001",8.1%,"$3,708",80,0.003,77%,,81,83,79,107%,1,0.215,0.667,0.118,4.6M,62.4%,$9B,$6B
Below Threshold,1.5-3%,Turkey,Friendly,"$9,376",Europe,12/1/2012,1.7%,40%,,6,72,115701,$789B,"$10,663",6.3%,$665,226,0.017,45%,,75,78,72,92%,1,0.26,0.667,0.073,74.0M,71.8%,$32B,$5B
Below Threshold,1.5-3%,Kosovo,Friendly,$0,Europe,12/1/2012,1.8%,15%,,52,96,,$6B,"$3,567",,,164,,,0.129,71,73,68,,1,,,,1.8M,,,
Below Threshold,Below 1.5%,Lebanon,Moderate,"$4,688",Middle East,12/1/2005,1.4%,35%,16245,46,,5023,$21B,"$5,339",7.8%,$420,180,0.012,10%,0.106,77,79,75,25%,1,0.279,0.646,0.075,4.0M,86.6%,$6B,$4B
Below Threshold,1.5-3%,Qatar,Very Friendly,"$51,568",Middle East,12/1/2005,1.5%,,51881,,,16638,$45B,"$54,229",3.0%,"$1,634",,0.009,25%,0.067,78,78,77,87%,1,0.237,0.749,0.014,0.8M,97.4%,$1B,$2B
Below Threshold,1.5-3%,United Arab Emirates,Very Friendly,"$42,192",Middle East,12/1/2005,1.6%,14%,116149,19,,43231,$181B,"$43,626",2.3%,"$1,030",12,0.008,40%,,76,77,75,109%,1,0.2,0.791,0.008,4.1M,82.3%,$3B,$6B
Below Threshold,1.5-3%,Iran,Low,$0,Middle East,12/1/2005,1.8%,44%,469328,28,,172442,$192B,"$2,737",5.3%,$156,344,0.022,8%,0.16,72,73,70,12%,1,0.258,0.693,0.049,70.2M,67.6%,$1B,$4B
Below Threshold,1.5-3%,Bahrain,Very Friendly,"$14,064",Middle East,12/1/2005,1.9%,,19208,,,7332,$16B,"$18,156",3.7%,$573,,0.009,21%,0.078,76,76,75,87%,1,0.269,0.709,0.022,0.9M,88.4%,$2B,$1B
Below Threshold,1.5-3%,Kuwait,Moderate,"$32,816",Middle East,12/1/2005,2.1%,11%,71547,35,,26399,$81B,"$35,186",2.4%,$834,98,0.01,26%,0.075,74,75,73,60%,1,0.255,0.712,0.033,2.3M,98.2%,$0B,$5B
Below Threshold,1.5-3%,Israel,Very Friendly,"$18,752",Middle East,12/1/2005,2.1%,39%,60245,20,,18478,$134B,"$19,336",7.7%,"$1,480",230,0.005,25%,0.068,80,82,78,118%,1,0.279,0.621,0.1,6.9M,91.5%,$3B,$4B
Below Threshold,1.5-3%,Oman,Very Friendly,"$9,376",Middle East,12/1/2005,2.2%,20%,29893,35,,10772,$31B,"$12,253",2.6%,$331,52,0.011,7%,0.071,75,77,72,53%,1,0.351,0.624,0.025,2.5M,72.4%,$1B,$1B
Below Threshold,1.5-3%,Saudi Arabia,Very Friendly,"$9,376",Middle East,12/1/2005,2.3%,15%,397642,67,,145540,$328B,"$13,285",3.5%,$466,69,0.017,13%,,74,76,72,57%,1,0.343,0.626,0.031,24.7M,81.0%,$5B,$9B
Below Threshold,1.5-3%,Syria,Low,$0,Middle East,12/1/2005,2.7%,43%,50634,43,,20792,$29B,"$1,589",4.1%,$63,336,0.016,6%,0.08,75,77,73,16%,1,0.386,0.58,0.034,18.2M,53.8%,$2B,$1B
Below Threshold,Above 3%,Jordan,Moderate,$0,Middle East,12/1/2005,3.0%,31%,21027,16,,6677,$13B,"$2,325",8.9%,$213,136,0.02,13%,0.076,73,74,71,60%,1,0.379,0.589,0.032,5.4M,81.2%,$2B,$1B
Below Threshold,Above 3%,Iraq,Low,$0,Middle East,12/1/2005,3.4%,24%,114770,32,,26866,$50B,"$1,825",4.1%,$55,312,0.033,1%,0.137,70,72,67,6%,1,0.419,0.546,0.035,27.4M,68.8%,$0B,$1B
Below Threshold,Above 3%,Yemen,Not Clustered,$0,Middle East,12/1/2005,3.5%,195%,20044,63,,6589,$17B,$832,4.6%,$42,248,0.056,1%,0.18,62,63,60,11%,1,0.457,0.517,0.026,20.1M,28.9%,$0B,$0B
Below Threshold,Below 1.5%,Lebanon,Moderate,"$4,688",Middle East,12/1/2006,1.4%,35%,14499,46,,4774,$22B,"$5,342",8.1%,$443,180,0.011,15%,0.103,78,80,76,27%,1,0.274,0.65,0.076,4.1M,86.7%,$5B,$4B
Below Threshold,Below 1.5%,Qatar,Very Friendly,"$60,944",Middle East,12/1/2006,1.4%,,56736,,,19606,$61B,"$62,921",2.6%,"$1,625",,0.009,29%,0.072,78,78,77,95%,1,0.21,0.778,0.013,1.0M,97.8%,$1B,$4B
Below Threshold,1.5-3%,United Arab Emirates,Very Friendly,"$42,192",Middle East,12/1/2006,1.6%,14%,123875,19,,45911,$222B,"$45,532",2.3%,"$1,109",12,0.008,52%,,76,77,75,113%,1,0.18,0.813,0.007,4.9M,82.6%,$5B,$9B
Below Threshold,1.5-3%,Iran,Low,$0,Middle East,12/1/2006,1.8%,44%,509889,28,,180242,$223B,"$3,142",5.1%,$174,344,0.021,9%,0.14,72,74,70,22%,1,0.249,0.701,0.05,71.0M,68.2%,$1B,$5B
Below Threshold,1.5-3%,Bahrain,Very Friendly,"$18,752",Middle East,12/1/2006,1.8%,,19497,,,8093,$19B,"$19,460",3.6%,$599,,0.009,28%,0.08,76,76,75,95%,1,0.252,0.727,0.022,1.0M,88.4%,$2B,$1B
Below Threshold,1.5-3%,Kuwait,Moderate,"$42,192",Middle East,12/1/2006,2.1%,11%,73769,35,,25780,$102B,"$42,193",2.2%,$943,98,0.01,29%,0.086,74,75,73,49%,1,0.255,0.715,0.031,2.4M,98.2%,$1B,$6B
Below Threshold,1.5-3%,Israel,Very Friendly,"$18,752",Middle East,12/1/2006,2.1%,38%,65977,20,,20380,$151B,"$21,407",7.4%,"$1,524",230,0.004,28%,0.081,86,83,88,124%,1,0.277,0.622,0.101,7.1M,91.6%,$4B,$4B
Below Threshold,1.5-3%,Oman,Very Friendly,"$14,064",Middle East,12/1/2006,2.2%,20%,39604,35,,15183,$37B,"$14,405",2.3%,$346,52,0.011,8%,0.074,75,77,73,71%,1,0.34,0.635,0.025,2.6M,73.0%,$1B,$1B
Below Threshold,1.5-3%,Saudi Arabia,Very Friendly,"$14,064",Middle East,12/1/2006,2.3%,15%,432739,42,,158214,$377B,"$14,859",3.7%,$537,79,0.016,20%,,74,76,72,78%,1,0.335,0.634,0.03,25.4M,81.2%,$5B,$13B
Below Threshold,1.5-3%,Syria,Low,$0,Middle East,12/1/2006,2.7%,43%,53590,43,,21630,$33B,"$1,773",3.8%,$66,336,0.015,8%,0.08,75,77,73,25%,1,0.38,0.585,0.034,18.8M,54.2%,$2B,$1B
Below Threshold,Above 3%,Jordan,Moderate,$0,Middle East,12/1/2006,3.0%,31%,20733,16,,6853,$15B,"$2,720",8.1%,$224,136,0.02,14%,0.082,73,74,71,80%,1,0.374,0.594,0.032,5.5M,81.4%,$2B,$1B
Below Threshold,Above 3%,Iraq,Low,$0,Middle East,12/1/2006,3.4%,28%,99544,32,,21503,$65B,"$2,321",3.0%,$58,312,0.033,1%,0.145,69,72,66,33%,1,0.418,0.547,0.034,28.1M,68.8%,$0B,$1B
Below Threshold,Above 3%,Yemen,Not Clustered,$0,Middle East,12/1/2006,3.5%,48%,20796,63,,7054,$19B,$924,4.8%,$52,248,0.054,1%,0.18,62,63,60,14%,1,0.449,0.524,0.026,20.7M,29.5%,$0B,$0B
Below Threshold,Below 1.5%,Lebanon,Moderate,"$4,688",Middle East,12/1/2007,1.3%,35%,14972,46,,4206,$25B,"$5,937",8.0%,$480,180,0.011,19%,0.103,78,80,76,30%,1,0.266,0.655,0.078,4.1M,86.8%,$6B,$4B
Below Threshold,Below 1.5%,Qatar,Very Friendly,"$65,632",Middle East,12/1/2007,1.3%,11%,67242,7,,22790,$80B,"$69,167",2.3%,"$1,600",36,0.008,37%,0.074,78,79,77,110%,1,0.183,0.805,0.012,1.2M,98.0%,,
Below Threshold,1.5-3%,United Arab Emirates,Very Friendly,"$42,192",Middle East,12/1/2007,1.6%,14%,139405,18,,51975,$258B,"$44,503",2.5%,"$1,184",12,0.008,61%,,76,77,75,133%,1,0.162,0.833,0.005,5.8M,83.0%,$6B,$11B
Below Threshold,1.5-3%,Bahrain,Very Friendly,"$18,752",Middle East,12/1/2007,1.8%,15%,22398,9,,8962,$22B,"$21,050",3.6%,$648,36,0.009,33%,0.083,76,77,75,108%,1,0.233,0.746,0.021,1.0M,88.4%,$2B,$1B
Below Threshold,1.5-3%,Iran,Low,$0,Middle East,12/1/2007,1.9%,44%,539790,28,,190620,$286B,"$3,983",5.1%,$220,344,0.019,10%,0.12,72,74,70,42%,1,0.242,0.707,0.051,71.8M,68.9%,$2B,$7B
Below Threshold,1.5-3%,Kuwait,Moderate,"$42,192",Middle East,12/1/2007,2.1%,11%,75236,35,,26389,$115B,"$45,011",2.1%,$954,98,0.01,35%,0.085,74,75,73,56%,1,0.254,0.718,0.028,2.6M,98.2%,$1B,$7B
Below Threshold,1.5-3%,Israel,Very Friendly,"$23,440",Middle East,12/1/2007,2.1%,35%,66424,20,,20700,$175B,"$24,373",7.5%,"$1,730",230,0.004,48%,0.069,85,82,88,129%,1,0.275,0.623,0.102,7.2M,91.6%,$4B,$5B
Below Threshold,1.5-3%,Saudi Arabia,Very Friendly,"$14,064",Middle East,12/1/2007,2.2%,15%,393535,20,,144109,$416B,"$16,052",3.7%,$566,79,0.016,30%,,75,76,73,110%,1,0.328,0.642,0.03,25.9M,81.4%,$7B,$21B
Below Threshold,1.5-3%,Oman,Very Friendly,"$14,064",Middle East,12/1/2007,2.2%,12%,44587,35,,17583,$42B,"$16,306",2.5%,$403,62,0.01,17%,0.073,75,77,73,97%,1,0.327,0.649,0.024,2.6M,73.5%,$1B,$1B
Below Threshold,1.5-3%,Syria,Low,$0,Middle East,12/1/2007,2.6%,43%,57429,43,,22803,$40B,"$2,066",3.8%,$79,336,0.015,12%,0.102,75,77,73,32%,1,0.373,0.592,0.035,19.6M,54.5%,$3B,$1B
Below Threshold,Above 3%,Jordan,Moderate,$0,Middle East,12/1/2007,3.0%,31%,21540,13,,7209,$17B,"$3,023",8.3%,$252,136,0.019,20%,0.087,73,75,71,84%,1,0.368,0.6,0.033,5.7M,81.7%,$3B,$1B
Below Threshold,Above 3%,Yemen,Not Clustered,$0,Middle East,12/1/2007,3.4%,48%,21712,63,,7014,$26B,"$1,210",4.9%,$57,248,0.052,5%,0.18,62,63,61,21%,1,0.442,0.532,0.026,21.2M,30.0%,$0B,$0B
Below Threshold,Above 3%,Iraq,Low,$0,Middle East,12/1/2007,3.4%,28%,62834,32,,23696,$89B,"$3,091",3.7%,$95,312,0.032,1%,0.195,69,72,66,49%,1,0.417,0.548,0.034,28.7M,68.9%,$1B,$1B
Below Threshold,Below 1.5%,Lebanon,Moderate,"$4,688",Middle East,12/1/2008,1.3%,36%,16656,11,,5426,$29B,"$6,887",7.5%,$529,180,0.01,23%,0.1,79,81,76,34%,1,0.257,0.662,0.081,4.2M,86.9%,$6B,$4B
Below Threshold,Below 1.5%,Qatar,Very Friendly,"$84,384",Middle East,12/1/2008,1.3%,11%,67997,7,,23642,$115B,"$84,614",1.9%,"$1,590",36,0.008,44%,0.068,78,79,77,105%,1,0.161,0.827,0.012,1.4M,98.3%,,
Below Threshold,1.5-3%,United Arab Emirates,Very Friendly,"$42,192",Middle East,12/1/2008,1.6%,14%,158935,18,,58347,$315B,"$46,333",2.7%,"$1,353",12,0.008,63%,,76,77,75,138%,1,0.149,0.847,0.004,6.8M,83.4%,$7B,$13B
Below Threshold,1.5-3%,Bahrain,Very Friendly,"$18,752",Middle East,12/1/2008,1.7%,14%,24301,9,,9771,$26B,"$23,038",4.1%,$727,36,0.008,52%,0.082,76,77,75,129%,1,0.217,0.763,0.021,1.1M,88.5%,$2B,$1B
Below Threshold,1.5-3%,Iran,Low,"$4,688",Middle East,12/1/2008,1.9%,44%,570574,28,,204312,$356B,"$4,899",6.4%,$313,344,0.018,10%,0.12,73,74,71,59%,1,0.239,0.71,0.051,72.7M,69.5%,$2B,$8B
Below Threshold,1.5-3%,Kuwait,Moderate,"$51,568",Middle East,12/1/2008,2.1%,11%,79959,35,,28843,$147B,"$54,400",1.9%,"$1,049",98,0.01,42%,0.076,74,75,73,56%,1,0.254,0.721,0.025,2.7M,98.2%,$1B,$8B
Below Threshold,1.5-3%,Saudi Arabia,Very Friendly,"$18,752",Middle East,12/1/2008,2.2%,15%,418240,20,,154076,$520B,"$19,722",3.1%,$566,79,0.016,36%,,75,76,73,137%,1,0.32,0.65,0.03,26.4M,81.6%,$7B,$16B
Below Threshold,1.5-3%,Oman,Very Friendly,"$18,752",Middle East,12/1/2008,2.2%,22%,41067,14,,18679,$61B,"$23,421",2.1%,$473,62,0.01,20%,0.071,76,78,73,124%,1,0.311,0.665,0.024,2.6M,74.1%,$1B,$1B
Below Threshold,1.5-3%,Israel,Very Friendly,"$28,128",Middle East,12/1/2008,2.2%,33%,70938,20,,22868,$213B,"$29,143",7.6%,"$2,076",230,0.004,59%,0.066,81,83,79,126%,1,0.274,0.624,0.103,7.3M,91.7%,$6B,$5B
Below Threshold,1.5-3%,Syria,Low,,Middle East,12/1/2008,2.6%,40%,67700,16,,23052,,,3.4%,$90,336,0.014,14%,0.102,75,77,73,35%,1,0.367,0.598,0.036,20.3M,54.9%,$3B,$1B
Below Threshold,Above 3%,Jordan,Moderate,$0,Middle East,12/1/2008,3.0%,31%,20763,13,,7069,$22B,"$3,797",8.8%,$326,136,0.019,23%,0.09,74,75,72,90%,1,0.362,0.605,0.033,5.8M,82.0%,$4B,$1B
Below Threshold,Above 3%,Yemen,Not Clustered,$0,Middle East,12/1/2008,3.3%,48%,22207,13,,7208,$30B,"$1,401",5.1%,$69,248,0.05,7%,0.18,62,63,61,30%,1,0.434,0.539,0.027,21.7M,30.6%,$1B,$0B
Below Threshold,Above 3%,Iraq,Low,$0,Middle East,12/1/2008,3.3%,28%,94444,32,,28806,$132B,"$4,485",3.9%,$142,312,0.031,1%,0.195,69,72,65,60%,1,0.416,0.549,0.034,29.4M,68.9%,$1B,$1B
Below Threshold,Below 1.5%,Qatar,Very Friendly,"$60,944",Middle East,12/1/2009,1.2%,11%,66120,7,,24942,$98B,"$62,528",2.6%,"$1,647",36,0.008,53%,0.07,78,79,77,125%,1,0.146,0.843,0.011,1.6M,98.5%,,
Below Threshold,Below 1.5%,Lebanon,Moderate,"$4,688",Middle East,12/1/2009,1.3%,30%,20917,9,,6652,$35B,"$8,274",7.4%,$604,180,0.009,30%,0.096,79,81,77,56%,1,0.247,0.67,0.083,4.2M,87.1%,$7B,$5B
Below Threshold,1.5-3%,United Arab Emirates,Very Friendly,"$32,816",Middle East,12/1/2009,1.6%,14%,162602,15,,60672,$255B,"$33,038",3.4%,"$1,336",12,0.008,64%,,76,77,75,138%,1,0.141,0.855,0.004,7.7M,83.7%,$7B,$10B
Below Threshold,1.5-3%,Bahrain,Very Friendly,"$18,752",Middle East,12/1/2009,1.7%,14%,24169,9,,9340,$23B,"$19,251",4.5%,$729,36,0.007,53%,0.079,76,77,75,118%,1,0.205,0.775,0.02,1.2M,88.5%,$2B,$1B
Below Threshold,1.5-3%,Iran,Low,"$4,688",Middle East,12/1/2009,1.9%,44%,577483,9,,213423,$363B,"$4,936",7.2%,$357,344,0.017,11%,0.12,73,75,71,72%,1,0.237,0.712,0.051,73.5M,70.0%,$2B,$9B
Below Threshold,1.5-3%,Kuwait,Moderate,"$32,816",Middle East,12/1/2009,2.1%,11%,81869,35,,30815,$106B,"$37,192",3.9%,"$1,463",98,0.01,51%,0.062,74,75,73,92%,1,0.253,0.724,0.023,2.9M,98.2%,$1B,$7B
Below Threshold,1.5-3%,Saudi Arabia,Very Friendly,"$14,064",Middle East,12/1/2009,2.1%,15%,431027,21,,175675,$429B,"$16,010",4.1%,$582,79,0.015,38%,,75,77,73,167%,1,0.313,0.657,0.03,26.8M,81.9%,$7B,$21B
Below Threshold,1.5-3%,Oman,Very Friendly,"$14,064",Middle East,12/1/2009,2.2%,22%,40264,12,,18279,$48B,"$18,114",3.0%,$511,62,0.01,27%,0.074,76,78,74,149%,1,0.292,0.683,0.024,2.7M,74.6%,$1B,$1B
Below Threshold,1.5-3%,Israel,Very Friendly,"$23,440",Middle East,12/1/2009,2.2%,32%,67029,20,,21463,$206B,"$27,520",7.6%,"$1,973",230,0.004,63%,0.042,82,83,80,124%,1,0.272,0.624,0.104,7.5M,91.8%,$5B,$4B
Below Threshold,1.5-3%,Syria,Low,,Middle East,12/1/2009,2.5%,40%,62112,15,,21233,,,3.5%,$95,336,0.014,17%,0.1,75,77,73,48%,1,0.361,0.602,0.036,21.0M,55.3%,$4B,$1B
Below Threshold,1.5-3%,Jordan,Moderate,$0,Middle East,12/1/2009,2.9%,31%,21254,12,,7458,$24B,"$4,027",9.5%,$368,136,0.018,26%,0.092,74,75,72,97%,1,0.356,0.61,0.034,5.9M,82.2%,$3B,$1B
Below Threshold,Above 3%,Yemen,Not Clustered,$0,Middle East,12/1/2009,3.3%,48%,23058,12,,7764,$28B,"$1,252",5.3%,$65,248,0.048,10%,0.18,63,64,61,37%,1,0.427,0.547,0.027,22.2M,31.2%,$1B,$0B
Below Threshold,Above 3%,Iraq,Low,$0,Middle East,12/1/2009,3.3%,28%,106651,32,,32846,$112B,"$3,713",4.6%,$143,312,0.031,1%,0.156,69,72,65,67%,1,0.415,0.551,0.034,30.2M,69.0%,$1B,$1B
Below Threshold,Below 1.5%,Qatar,Very Friendly,"$70,320",Middle East,12/1/2010,1.2%,11%,70531,10,,28973,$125B,"$71,440",2.1%,"$1,496",36,0.008,69%,0.073,78,79,77,125%,1,0.137,0.852,0.011,1.7M,98.7%,,
Below Threshold,Below 1.5%,Lebanon,Moderate,"$4,688",Middle East,12/1/2010,1.3%,30%,20403,9,,6382,$38B,"$8,756",7.2%,$620,180,0.009,44%,0.083,79,81,77,66%,1,0.237,0.678,0.084,4.3M,87.2%,$8B,$5B
Below Threshold,1.5-3%,Bahrain,Very Friendly,"$18,752",Middle East,12/1/2010,1.6%,14%,24202,9,,9472,$26B,"$20,546",4.3%,$747,36,0.007,55%,0.072,77,77,76,125%,1,0.199,0.781,0.02,1.3M,88.5%,$2B,$1B
Below Threshold,1.5-3%,United Arab Emirates,Very Friendly,"$32,816",Middle East,12/1/2010,1.6%,14%,167597,15,,63099,$287B,"$33,999",3.2%,"$1,283",12,0.008,68%,,77,78,76,129%,1,0.139,0.858,0.003,8.4M,84.1%,$9B,$12B
Below Threshold,1.5-3%,Iran,Low,"$4,688",Middle East,12/1/2010,1.9%,44%,571612,11,,210678,$423B,"$5,681",7.3%,$416,344,0.016,15%,0.12,73,75,71,73%,1,0.236,0.712,0.052,74.5M,70.6%,$3B,$11B
Below Threshold,1.5-3%,Kuwait,Moderate,"$37,504",Middle East,12/1/2010,2.1%,11%,93696,35,,32586,$120B,"$40,113",2.8%,"$1,116",98,0.009,61%,0.049,74,75,73,133%,1,0.252,0.726,0.021,3.0M,98.3%,$1B,$7B
Below Threshold,1.5-3%,Saudi Arabia,Very Friendly,"$18,752",Middle East,12/1/2010,2.1%,15%,464481,21,,192004,$527B,"$19,333",4.0%,$663,79,0.015,41%,,75,77,73,189%,1,0.307,0.663,0.03,27.3M,82.1%,$8B,$22B
Below Threshold,1.5-3%,Oman,Very Friendly,"$18,752",Middle East,12/1/2010,2.2%,22%,57202,12,,23158,$59B,"$20,984",2.8%,$582,62,0.01,36%,0.068,76,78,74,164%,1,0.274,0.701,0.025,2.8M,75.2%,$1B,$2B
Below Threshold,1.5-3%,Israel,Very Friendly,"$28,128",Middle East,12/1/2010,2.2%,31%,70656,20,,23195,$232B,"$30,432",7.6%,"$2,165",235,0.004,68%,0.05,82,84,80,123%,1,0.272,0.623,0.104,7.6M,91.8%,$6B,$5B
Below Threshold,1.5-3%,Syria,Low,,Middle East,12/1/2010,2.5%,40%,61859,13,,21649,,,3.4%,$97,336,0.013,21%,0.099,75,78,72,54%,1,0.357,0.605,0.037,21.5M,55.7%,$6B,$2B
Below Threshold,1.5-3%,Jordan,Moderate,$0,Middle East,12/1/2010,2.9%,31%,20821,12,,7105,$26B,"$4,371",8.5%,$361,136,0.018,27%,0.09,74,75,72,103%,1,0.351,0.615,0.034,6.0M,82.5%,$4B,$2B
Below Threshold,Above 3%,Yemen,Not Clustered,$0,Middle East,12/1/2010,3.2%,48%,21852,12,,8360,$32B,"$1,395",5.1%,$66,248,0.046,12%,0.238,63,64,61,49%,1,0.42,0.553,0.027,22.8M,31.7%,$1B,$0B
Below Threshold,Above 3%,Iraq,Low,$0,Middle East,12/1/2010,3.2%,28%,114667,32,,37845,$143B,"$4,619",3.1%,$141,312,0.03,3%,0.133,69,73,65,75%,1,0.412,0.554,0.034,31.0M,69.0%,$2B,$2B
Below Threshold,Below 1.5%,Qatar,Very Friendly,"$84,384",Middle East,12/1/2011,1.1%,11%,,9,,33285,$170B,"$88,963",1.9%,"$1,738",36,0.007,69%,0.055,78,79,77,121%,1,0.134,0.856,0.01,1.9M,98.8%,$4B,$8B
Below Threshold,Below 1.5%,Lebanon,Moderate,"$4,688",Middle East,12/1/2011,1.3%,30%,,9,,6349,$40B,"$9,145",7.4%,$646,180,0.009,52%,0.075,80,82,77,77%,1,0.227,0.688,0.085,4.4M,87.3%,$7B,$4B
Below Threshold,1.5-3%,Bahrain,Very Friendly,"$18,752",Middle East,12/1/2011,1.6%,14%,,9,,9506,$29B,"$22,467",3.8%,$766,36,0.006,77%,0.068,77,77,76,131%,1,0.198,0.781,0.021,1.3M,88.6%,$2B,$1B
Below Threshold,1.5-3%,United Arab Emirates,Very Friendly,"$37,504",Middle East,12/1/2011,1.6%,14%,,13,,66108,$349B,"$39,103",3.1%,"$1,375",12,0.007,78%,,77,78,76,131%,1,0.14,0.857,0.003,8.9M,84.4%,,
Below Threshold,1.5-3%,Iran,Low,"$4,688",Middle East,12/1/2011,1.9%,44%,,11,,212145,$528B,"$7,000",6.8%,$483,344,0.016,21%,0.11,74,75,72,74%,1,0.236,0.712,0.052,75.4M,71.2%,$3B,$11B
Below Threshold,1.5-3%,Saudi Arabia,Very Friendly,"$23,440",Middle East,12/1/2011,2.0%,15%,,21,,187070,$670B,"$24,134",3.5%,$721,79,0.014,48%,,76,77,74,194%,1,0.302,0.669,0.029,27.8M,82.3%,$9B,$18B
Below Threshold,1.5-3%,Kuwait,Moderate,"$46,880",Middle East,12/1/2011,2.1%,11%,,32,,32523,$161B,"$51,525",2.6%,"$1,349",98,0.009,66%,0.052,74,75,73,158%,1,0.251,0.728,0.021,3.1M,98.3%,$1B,$9B
Below Threshold,1.5-3%,Israel,Very Friendly,"$32,816",Middle East,12/1/2011,2.1%,30%,,20,,23254,$258B,"$33,223",7.6%,"$2,373",235,0.003,69%,0.06,82,84,80,122%,1,0.273,0.622,0.105,7.8M,91.9%,$6B,$5B
Below Threshold,1.5-3%,Oman,Very Friendly,"$18,752",Middle East,12/1/2011,2.2%,22%,,8,,25276,$70B,"$23,133",2.4%,$610,62,0.01,48%,0.062,77,79,74,159%,1,0.257,0.717,0.026,3.0M,75.7%,$2B,$2B
Below Threshold,1.5-3%,Syria,Low,,Middle East,12/1/2011,2.5%,40%,,13,,19986,,,3.4%,$102,336,0.013,23%,,75,78,72,59%,1,0.355,0.607,0.038,22.0M,56.1%,,
Below Threshold,1.5-3%,Jordan,Moderate,$0,Middle East,12/1/2011,2.8%,28%,,12,,7064,$29B,"$4,666",8.8%,$386,151,0.017,35%,0.087,74,75,72,111%,1,0.346,0.62,0.034,6.2M,82.7%,$4B,$1B
Below Threshold,Above 3%,Yemen,Not Clustered,$0,Middle East,12/1/2011,3.2%,33%,,12,,7260,$29B,"$1,253",5.0%,$63,248,0.044,15%,0.25,63,64,61,50%,1,0.413,0.559,0.028,23.3M,32.3%,$1B,$0B
Below Threshold,Above 3%,Iraq,Low,"$4,688",Middle East,12/1/2011,3.2%,28%,,32,,40220,$191B,"$6,014",2.7%,$160,312,0.029,5%,0.136,69,73,65,80%,1,0.409,0.558,0.033,31.8M,69.1%,$2B,$2B
